NAME_BOT,NAME_DE,FAMILY,NB_MIN_HEIGHT_CM,NB_MAX_HEIGHT_CM,NB_CONVIVIALITY,CAT_CONVIVIALITY,NB_MIN_PLANTS_IN_GROUP,NB_MAX_PLANTS_IN_GROUP,PLANTING_DISTANCE_CM,PLANTS_PER_M2,CAT_MIN_NEED_LIGHT,CAT_MAX_NEED_LIGHT,NB_MIN_NEED_LIGHT,NB_MAX_NEED_LIGHT,CAT_MIN_TIME_BLOSSOM,NB_MIN_TIME_BLOSSOM,CAT_MAX_TIME_BLOSSOM,NB_MAX_TIME_BLOSSOM,CAT_WINTERHARDY,NB_WINTERHARDY,NB_TOXIC,CAT_TOXIC,IS_FRAGRANT,IS_SUITABLE_CUT,IS_STERILE,IS_WINTERGREEN,IS_NATIVE,IS_FOR_INSECTS,IS_FOR_BEES,IS_FOR_BUMBLEBEES,IS_FOR_BUTTERFLIES,PRIMARY_COLOR_EN,PRIMARY_COLOR_DE,COLOR_LIST,AVG_HEIGHT_CM,AVG_NEED_LIGHT
Geranium phaeum 'Lily Lovell',Brauner Storchschnabel,Geraniaceae,70,90,2,small group,3,10,40,6,mostly shady,mostly sunny,2,3,May,5,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,purple,violett,violett,80,2
Lavandula x intermedia 'Grosso',Provence-Lavendel,Lamiaceae,70,90,2,small group,3,10,40,6,very sunny,very sunny,4,4,July,7,August,8,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,purple,violett,violett|blau,80,4
Nepeta x faassenii 'Walkers Low',Katzenminze,Lamiaceae,70,90,3,bigger groups,10,20,35,8,very sunny,very sunny,4,4,May,5,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,blue,blau,violett|blau,80,4
Paeonia lactiflora 'Dancing Butterflies',Edel-Pfingstrose,Paeoniaceae,80,90,1,alone - very small group,1,3,90,1,very sunny,very sunny,4,4,May,5,June,6,winterhardy given some support,1,1,toxic,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,white,weiß,rosa|violett,85,4
Paeonia lactiflora 'Jan van Leeuwen',Edel-Pfingstrose,Paeoniaceae,70,90,1,alone - very small group,1,3,80,1,very sunny,very sunny,4,4,May,5,June,6,winterhardy given some support,1,1,toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,80,4
Paeonia lactiflora 'Krinkled White',Edel-Pfingstrose,Paeoniaceae,80,90,1,alone - very small group,1,3,90,1,very sunny,very sunny,4,4,June,6,June,6,winterhardy given some support,1,1,toxic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,white,weiß,weiß,85,4
Paeonia lactiflora 'Nymphe',Edel-Pfingstrose,Paeoniaceae,90,90,1,alone - very small group,1,3,90,1,very sunny,very sunny,4,4,May,5,June,6,winterhardy given some support,1,1,toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,white,weiß,rosa,90,4
Phlox paniculata 'Flamingo',Hoher Sommer-Phlox,Polemoniaceae,80,90,1,alone - very small group,1,3,50,4,mostly shady,very sunny,2,4,July,7,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,pink,rosa,rosa,85,3
Verbascum phoeniceum,Purpur-Königskerze,Scrophulariaceae,60,90,1,alone - very small group,1,3,40,6,very sunny,very sunny,4,4,May,5,June,6,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,purple,violett,violett|rosa|rot|weiß,75,4
Acanthus spinosus,Stacheliger Bärenklau,Acanthaceae,30,80,2,small group,3,10,70,2,very sunny,very sunny,4,4,July,7,August,8,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß,violett|rosa|weiß,55,4
Agastache Hybride 'Linda',Duftnessel,Lamiaceae,80,80,1,alone - very small group,1,3,50,4,very sunny,very sunny,4,4,July,7,October,10,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,purple,violett,violett,80,4
Agastache foeniculum,Duftnessel,Lamiaceae,60,80,1,alone - very small group,1,3,50,4,very sunny,very sunny,4,4,July,7,September,9,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,purple,violett,violett,70,4
Agastache rugosa 'Alabaster',Weiße Koreaminze,Lamiaceae,60,80,1,alone - very small group,1,3,50,4,very sunny,very sunny,4,4,July,7,September,9,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,70,4
Alliaria petiolata,Knoblauchsrauke,Brassicaceae,60,80,2,small group,3,10,50,4,mostly shady,very sunny,2,4,April,4,May,5,winterhardy given some support,1,0,not toxic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,white,weiß,weiß,70,3
Allium atropurpureum,Granat-Kugellauch,Alliaceae,80,80,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,July,7,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,red,rot,rot,80,4
Allium fistulosum,Winter-Heckenzwiebel,Alliaceae,50,80,2,small group,3,10,25,16,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,white,weiß, weiß,65,4
Aster lateriflorus var. horizontalis,Waagerechte Herbst-Aster,Asteraceae,50,80,2,small group,3,10,45,4,very sunny,very sunny,4,4,September,9,October,10,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa|weiß|rot,65,4
Astilbe Arendsii-Hybride 'Glut',Prachtspiere,Saxifragaceae,80,80,2,small group,3,10,45,4,mostly shady,mostly sunny,2,3,August,8,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,red,rot,rot,80,2
Campanula persicifolia 'Grandiflora Alba',Pfirsichblättrige Glockenblume,Campanulaceae,60,80,2,small group,3,10,30,11,mostly sunny,very sunny,3,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß, weiß,70,4
Aconitum vulparia,Wolfs-Eisenhut,Ranunculaceae,80,80,1,alone - very small group,1,3,40,6,very shady,mostly shady,1,2,June,6,July,7,winterhardy,2,3,extremely toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,white,weiß,gelb,80,2
Centaurea dealbata,Kaukasus-Flockenblume,Asteraceae,50,80,1,alone - very small group,1,3,70,2,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa,65,4
Chenopodium bonus-henricus,Guter Heinrich,Chenopodiaceae,80,80,1,alone - very small group,1,3,40,6,mostly shady,very sunny,2,4,April,4,October,10,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,green,grün,grün|braun,80,3
Clematis integrifolia,Kleine Stauden-Waldrebe,Ranunculaceae,40,80,1,alone - very small group,1,3,40,6,mostly shady,very sunny,2,4,June,6,August,8,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,blue,blau,violett|blau,60,3
Crambe maritima,"Küsten-Meerkohl, Strandkohl",Brassicaceae,30,80,1,alone - very small group,1,3,60,2,very sunny,very sunny,4,4,May,5,July,7,winterhardy,2,0,not toxic,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,55,4
Deschampsia cespitosa 'Tardiflora',Wald-Schmiele,Poaceae,40,80,2,small group,3,10,40,6,mostly shady,very sunny,2,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,green,grün,braun,60,3
Digitalis grandiflora,Großblütiger Fingerhut,Scrophulariaceae,60,80,2,small group,3,10,35,8,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,3,extremely toxic,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,yellow,gelb,gelb,70,4
Echinacea pallida,Sonnenhut,Asteraceae,80,80,2,small group,3,10,35,8,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa,80,4
Echinacea pallida 'Hula Dancer',Sonnenhut,Asteraceae,80,80,2,small group,3,10,35,8,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa|weiß,80,4
Echinops ritro 'Veitch's Blue',Kugeldistel,Asteraceae,50,80,2,small group,3,10,50,4,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,blau,65,4
Echium vulgare,Gewöhnlicher Natternkopf,Boraginaceae,60,80,1,alone - very small group,1,3,40,6,very sunny,very sunny,4,4,June,6,September,9,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,blue,blau,rosa|blau,70,4
Epilobium angustifolium 'Stahl Rose',Rosa Weidenröschen,Onagraceae,60,80,2,small group,3,10,50,4,mostly shady,very sunny,2,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,pink,rosa,rosa,70,3
Eryngium giganteum,Elfenbeindistel,Apiaceae,40,80,1,alone - very small group,1,3,60,2,very sunny,very sunny,4,4,July,7,August,8,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,blue,blau,weiß,60,4
Hemerocallis lilioasphodelus,Wiesen-Taglilie,Hemerocallidaceae,70,80,2,small group,3,10,60,2,mostly shady,very sunny,2,4,May,5,June,6,winterhardy,2,0,not toxic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,orange,orange,gelb,75,3
Iris germanica,Deutsche Schwertlilie,Iridaceae,60,80,2,small group,3,10,35,8,very sunny,very sunny,4,4,May,5,May,5,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,pink,rosa,violett,70,4
Kalimeris incisa,Schönaster,Asteraceae,60,80,2,small group,3,10,50,4,mostly shady,very sunny,2,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,weiß,70,3
Kalimeris incisa 'Madiva',Großblütige Schönaster,Asteraceae,60,80,2,small group,3,10,60,2,mostly shady,very sunny,2,4,July,7,October,10,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,violett|weiß,70,3
Kniphofia uvaria 'Grandiflora Mischung',Fackellilie,Asphodelaceae,60,80,2,small group,3,10,50,4,very sunny,very sunny,4,4,July,7,September,9,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,yellow,gelb,rot|orange|gelb,70,4
Lathyrus niger,Schwarzwerdende Platterbse,Fabaceae,30,80,1,alone - very small group,1,3,80,1,mostly shady,very sunny,2,4,June,6,July,7,winterhardy given some support,1,1,toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,black,schwarz,violett,55,3
Lavandula x intermedia 'Fragrant Memories',Provence-Lavendel,Lamiaceae,70,80,2,small group,3,10,40,6,very sunny,very sunny,4,4,July,7,August,8,winterhardy given some support,1,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,purple,violett,violett|blau,75,4
Liatris spicata,Prachtscharte,Asteraceae,30,80,2,small group,3,10,25,16,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,violett,55,4
Limonium latifolium,Blauer Strandflieder,Plumbaginaceae,60,80,2,small group,3,10,35,8,very sunny,very sunny,4,4,July,7,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,purple,violett,violett|blau,70,4
Limonium latifolium 'Violetta',"Blauer Strandflieder, Steppen-Blauschleier",Plumbaginaceae,60,80,2,small group,3,10,35,8,very sunny,very sunny,4,4,July,7,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,purple,violett,blau|violett,70,4
Linaria purpurea,Purpur-Leinkraut,Scrophulariaceae,60,80,2,small group,3,10,30,11,very sunny,very sunny,4,4,July,7,October,10,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,pink,rosa,violett,70,4
Lupinus Polyphyllus-Hybride 'Fräulein',Weiße Lupine,Fabaceae,80,80,2,small group,3,10,55,3,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,2,highly toxic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,pink,rosa, weiß,80,4
Lupinus Polyphyllus-Hybride 'Kronleuchter',Gelbe Lupine,Fabaceae,80,80,2,small group,3,10,55,3,very sunny,very sunny,4,4,June,6,August,8,winterhardy,2,2,highly toxic,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,yellow,gelb,gelb,80,4
Lysimachia clethroides,Entenschnabel-Felberich,Primulaceae,60,80,2,small group,3,10,35,8,mostly shady,very sunny,2,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,white,weiß, weiß,70,3
Lysimachia punctata,Gold-Felberich,Primulaceae,60,80,3,bigger groups,10,20,40,6,mostly shady,very sunny,2,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,70,3
Lythrum virgatum 'White Swirl',Weißer Ruten-Weiderich,Lythraceae,70,80,2,small group,3,10,40,6,mostly shady,very sunny,2,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,75,3
Malva alcea 'Fastigiata',Rosenpappel,Malvaceae,80,80,2,small group,3,10,60,2,very sunny,very sunny,4,4,June,6,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa,80,4
Melissa officinalis,Zitronen-Melisse,Lamiaceae,50,80,1,alone - very small group,1,3,45,4,mostly shady,very sunny,2,4,June,6,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,white,weiß,rosa|weiß,65,3
Mentha x piperita var. citrata 'Eau de Cologne',Eau-de-Cologne-Minze,Lamiaceae,40,80,1,alone - very small group,1,3,40,6,very sunny,very sunny,4,4,July,7,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,white,weiß,violett,60,4
Molinia caerulea,Moor-Pfeifengras,Poaceae,40,80,2,small group,3,10,50,4,mostly shady,very sunny,2,4,August,8,October,10,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,green,grün,blau|grün,60,3
Molinia caerulea 'Dauerstrahl',Niedriges Moor-Pfeifengras,Poaceae,40,80,2,small group,3,10,50,4,mostly shady,very sunny,2,4,August,8,October,10,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,green,grün,braun,60,3
Nepeta cataria,Echte Katzenminze,Lamiaceae,60,80,2,small group,3,10,50,4,very sunny,very sunny,4,4,July,7,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,white,weiß, weiß,70,4
Perovskia atriplicifolia 'Little Spire' ,"Kleine Blauraute, Silberbusch",Lamiaceae,70,80,1,alone - very small group,1,3,80,1,very sunny,very sunny,4,4,August,8,September,9,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,blue,blau,blau,75,4
Polemonium caeruleum,"Jakobsleiter, Himmelsleiter",Polemoniaceae,60,80,2,small group,3,10,40,6,mostly shady,very sunny,2,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,blue,blau,blau,70,3
Polemonium caeruleum 'Album',"Jakobsleiter, Himmelsleiter",Polemoniaceae,60,80,2,small group,3,10,40,6,mostly shady,very sunny,2,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,70,3
Polygonum bistorta 'Superbum',Schlangen-Knöterich,Polygonaceae,60,80,2,small group,3,10,40,6,mostly shady,very sunny,2,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,pink,rosa,rosa,70,3
Rudbeckia fulgida var. sullivantii 'Goldsturm',Sonnenhut,Asteraceae,60,80,2,small group,3,10,50,4,very sunny,very sunny,4,4,August,8,October,10,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,yellow,gelb,gelb,70,4
Saponaria officinalis,Echtes Seifenkraut,Caryophyllaceae,50,80,2,small group,3,10,40,6,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,1,toxic,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa,65,4
Scabiosa ochroleuca,Gelbe Skabiose,Dipsacaceae,60,80,2,small group,3,10,35,8,very sunny,very sunny,4,4,July,7,September,9,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,gelb,70,4
Solidago virgaurea,Heimische Goldrute,Asteraceae,60,80,2,small group,3,10,30,11,mostly shady,very sunny,2,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,gelb,70,3
Succisa pratensis,"Gewöhnlicher Teufelsabbiss, Abbisskraut",Dipsacaceae,30,80,2,small group,3,10,50,4,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,blue,blau,violett|blau,55,4
Tanacetum parthenium,Mutterkraut,Asteraceae,60,80,1,alone - very small group,1,3,50,4,very sunny,very sunny,4,4,June,6,September,9,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß|gelb,70,4
Veronica longifolia 'Schneeriesin',Wiesen-Ehrenpreis,Scrophulariaceae,60,80,2,small group,3,10,40,6,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,white,weiß, weiß,70,4
Achillea filipendulina 'Coronation Gold',Schafgarbe,Asteraceae,70,70,1,alone - very small group,1,3,40,6,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,yellow,gelb,gelb,70,4
Agastache Rugosa-Hybride 'Blue Fortune',Blaunessel,Lamiaceae,60,70,1,alone - very small group,1,3,50,4,very sunny,very sunny,4,4,July,7,September,9,winterhardy given some support,1,0,not toxic,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,blue,blau,violett|blau,65,4
Artemisia pontica,Römischer Wermut,Asteraceae,40,70,2,small group,3,10,40,6,very sunny,very sunny,4,4,August,8,October,10,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,green,grün,gelb,55,4
Aster divaricatus,Weiße Sommer-Wald-Aster,Asteraceae,50,70,2,small group,3,10,60,2,mostly shady,very sunny,2,4,August,8,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß,60,3
Aster novae-angliae 'Purple Dome',Raublatt-Aster,Asteraceae,50,70,1,alone - very small group,1,3,50,4,very sunny,very sunny,4,4,September,9,November,11,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,purple,violett,violett,60,4
Astrantia major,Große Sterndolde,Apiaceae,50,70,2,small group,3,10,45,4,mostly shady,very sunny,2,4,June,6,July,7,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,white,weiß,weiß|rosa,60,3
Astrantia major 'Primadonna',Purpur Sterndolde,Apiaceae,50,70,2,small group,3,10,45,4,mostly shady,mostly sunny,2,3,June,6,July,7,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,white,weiß,rosa|violett,60,2
Tellima grandiflora,Falsche Alraunwurzel,Saxifragaceae,50,70,3,bigger groups,10,20,30,11,very shady,mostly shady,1,2,May,5,June,6,winterhardy given some support,1,0,not toxic,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,pink,rosa,grün,60,2
Carum carvi,Kümmel,Apiaceae,30,70,1,alone - very small group,1,3,40,6,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,white,weiß,weiß,50,4
Caryopteris x clandonensis 'Blauer Spatz' ,Bartblume,Verbenaceae,70,70,1,alone - very small group,1,3,80,1,very sunny,very sunny,4,4,July,7,October,10,winterhardy given some support,1,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,blue,blau,blau,70,4
Chelidonium majus,Schöllkraut,Papaveraceae,50,70,2,small group,3,10,40,6,mostly shady,very sunny,2,4,May,5,July,7,winterhardy,2,2,highly toxic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,yellow,gelb,gelb,60,3
Echinacea tennesseensis 'Rocky Top Hybriden',Tennessee-Sonnenhut,Asteraceae,60,70,2,small group,3,10,35,8,very sunny,very sunny,4,4,July,7,September,9,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,pink,rosa,rosa,65,4
Eryngium alpinum,Alpen-Mannstreu,Apiaceae,40,70,2,small group,3,10,50,4,very sunny,very sunny,4,4,July,7,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,blue,blau,violett|blau,55,4
Eryngium x zabelii 'Jos Eijking' ,Garten-Mannstreu,Apiaceae,60,70,2,small group,3,10,50,4,very sunny,very sunny,4,4,July,7,August,8,winterhardy,2,0,not toxic,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,blue,blau,blau,65,4
Euphorbia palustris 'Teichlaterne',Kleine Sumpf-Wolfsmilch,Euphorbiaceae,60,70,2,small group,3,10,45,4,mostly shady,very sunny,2,4,April,4,June,6,winterhardy,2,1,toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,grün|gelb,65,3
Gaillardia x grandiflora 'Tokajer',Kokardenblume,Asteraceae,70,70,2,small group,3,10,40,6,very sunny,very sunny,4,4,July,7,September,9,winterhardy given some support,1,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,yellow,gelb,orange,70,4
Geranium phaeum,Brauner Storchschnabel,Geraniaceae,50,70,3,bigger groups,10,20,40,6,mostly shady,mostly sunny,2,3,May,5,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,purple,lila,rosa|violett,60,2
Geranium pratense 'Mrs Kendall Clark',Wiesen-Storchschnabel,Geraniaceae,70,70,2,small group,3,10,45,4,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,blue,blau,blau|weiß,70,4
Helenium hoopesii,Sonnenbraut,Asteraceae,50,70,2,small group,3,10,50,4,very sunny,very sunny,4,4,May,5,June,6,winterhardy,2,0,not toxic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,yellow,gelb,orange,60,4
Hesperis matronalis,Nachtviole,Brassicaceae,60,70,2,small group,3,10,40,6,mostly shady,very sunny,2,4,May,5,July,7,winterhardy,2,1,toxic,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,purple,lila,violett,65,3
Hypericum perforatum,Tüpfel-Johanniskraut,Clusiaceae,30,70,2,small group,3,10,40,6,very sunny,very sunny,4,4,June,6,July,7,winterhardy given some support,1,1,toxic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,yellow,gelb,gelb,50,4
Juncus effusus,Flatter-Binse,Juncaceae,70,70,2,small group,3,10,40,6,mostly shady,very sunny,2,4,July,7,August,8,winterhardy,2,0,not toxic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,green,grün,gelb,70,3
Lavandula angustifolia,Echter Lavendel,Lamiaceae,60,70,2,small group,3,10,40,6,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,purple,lila,violett|blau,65,4
Lavandula angustifolia 'Blue Mountain White',Garten-Lavendel,Lamiaceae,60,70,2,small group,3,10,30,11,very sunny,very sunny,4,4,June,6,July,7,winterhardy,2,0,not toxic,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,white,weiß, weiß,65,4
